
a{1} or ɑ{2} or ʌ{3},a{1,2,3} or ʌ{1,2,3}
a{1}ː{4} or ɑ{2}ː{4} or ʌ{3}ː{4},a{1,2,3}ː{4} or ʌ{1,2,3}ː{4}
ɪ{1} or ɨ{2},ɪ{1,2} or ɨ{1,2}
ʁ{1} or ɣ{2},ʁ{1,2}
g{1}\u0323{2} or g{1}\u0307{3},ɢ{1}
g{1}ʸ{2} or g{1}\u0302{3},ɟ{1}
ʔ{1}ɡ{2} or ʔ{1}g{2}\u0307{3},ʔ{1}ɢ{2}
ʔ{1}ɡ{2}ʸ{3} or ʔ{1}g{2}\u0302{4},ʔ{1}ɟ{2}
ɔ{1} or o{2},ɔ{1,2} or o{1,2}
ʊ{1} or u{2},ʊ{1,2} or u{1,2}
ʔ{1}u{2} or ʔ{1}ʊ{3},ʔ{1}u{2,3} ʔ{1}ʊ{2,3}
ʔ{1}ᶸ{2} or ʔ{1}ᶷ{3},ʔ{1}ᶸ{2,3} or ʔ{1}ᶷ{2,3}
