j,ʒ,,
ô,u,,
o,u,,
ò,o:,,
ì,i:,,
à,ɑ,,
sh,ʃ,,
ng,ŋ,,\b
g,ʒ,d,
g,ɡ
e,ɛ,,n
e,e:,,
ù,o,,
a,ʌ
y,j
