VOWEL,a,e,i,o,u,à,â,æ,è,é,ê,ë,î,ï,ô,œ,ù,û,ü,ÿ,ɛ,ɛː
EI_VOW,e,i,è,é,ê,ë,î,ï,ÿ
AOU_VOW,a,o,u,à,â,æ,ô,œ,ù,û,ü
